date,datetime,hotel_address,hotel_name,nesitive_content,positive_content,posting_conts,review_title,review_url,reviewer_location,reviewer_name,stardate,tag_n1,tag_n2,tag_n3,tag_n4,tag_n5
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,,ネカフェ泊まりで疲れていたので風呂に浸かりたい！！と思って探していたら見つけました。しかもネカフェとほぼ同じ値段で温泉に浸かれる、更にドリンクバーも付けられる、出てすぐお買い物できるという好条件。機会があればまた是非利用したいです。,1件の投稿,verygood,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/8297088214fe68db.ja.html,日本,みー,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,荷物を置くスペースが無く、みんな通路にスーツケースを置いているので危険,地下鉄から近く観光の面からも動きやすい機動力の高さ,1件の投稿,良い,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/b412373f7df0bad7.ja.html,日本,品川のおばさま,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,共用の洗面の床が汚かった。歯ブラシがフロントで頼まないともらえないようになったが、どこにも案内がないのでコンビニで買うかどうか迷った。,とにかくコストパフォーマンスが高い,2件の投稿,価格が安いので、その分観光に回せるのでとても助かります。,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/a0621b5b40caddb1.ja.html,日本,雅兄,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,風呂で座って洗うスペースが無い 外国人向けなのは分かるがインテリアがきつい,朝食が美味しい,1件の投稿,まあまあ,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/bf2c20eb26b3d164.ja.html,日本,Kenichi,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,シンプルすぎるかも,質素でシンプル、最高のロケーション,4件の投稿,最高,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/7782f35d3ad05d05.ja.html,日本,Abe,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,B1Fのお風呂・ラジウム温泉は良かったが、着替えのスペースが狭い。 各フロアーの洗面台の所に、使い捨ての紙コップがあると良い。,,3件の投稿,コスパは良かったと思います。綺麗な和のカプセルホテルです。,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/5fc813389524cbe7.ja.html,日本,Hiroyuki,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,システムが分かりにくい、ロッカー、タオル、風呂など。朝飯、種類少ない。,場所良し。荷物預かる→チェツクイン、と後からも。,1件の投稿,安いが、落ち着かない。,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/3a9dbf210c2da8c5.ja.html,日本,京都ボンジリ,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,暑くて寝苦しかったのですが、ドミトリーだと調節出来ないのはしかたないですね。,立地が良い。,1件の投稿,ドミトリーは眠れないのでもうないかも。,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/ad28f20ee6571eba.ja.html,日本,Kira,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,リネン、シーツ 布団カバーなどが 滑りやすく動いてしまうのが難,全体的に和テイストが使われていて 落ち着いて過ごせた お風呂good,1件の投稿,最高,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/de04c56cdf838e37.ja.html,日本,Tomoko,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,浴場の脱衣場が狭いので 髪を乾かしにくかった。,・浴場の洗い場が個人個人仕切られていた事 ・キャビン内のテーブルと鏡,1件の投稿,またぜひ利用したいです！,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/70493238e65482de.ja.html,日本,Kumi,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,サウナが狭く隣の人と近かった、ベットの2階の床が薄いのか下の人に気を使った。,朝食が良かった！駅からも近い！スタッフの方の対応がすごく良かった！,1件の投稿,良かったです。,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/990e44bbd19d85a0.ja.html,日本,Momoka,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,ロッカーが小さすぎて、そこに靴や鞄にスーツは無理。まして、コートはかけるところもなく…。縦長のにして欲しい。,清潔感等問題なし。,1件の投稿,ここだけ改善して,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/a34f58f0f1082e0a.ja.html,日本,Kondo,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,少しロッカーが小さいかなと感じます。少し大きめのリュックと脱いだ上着くらいでいっぱいになってしまう。 キャリーケースなどは廊下の自分のカプセルの前に出している人が多くいました。 ロッカーの小ささでもう一点だと、折角の大浴場がなのに、使った濡れタオルのやり場に困ります。 ロッカーにかけれるほどのスペースは残っていないし、カプセル内はもっての外。翌朝にもうひとっ風呂といきたかったのですが、泣く泣くタオル返却カゴヘ… （一泊あたりタオル1セットらしいので連泊の方は心配なさらないで下さい。） あとは、遮音が甘いことですね。外のカプセルのアラーム等々が聞こえてしまうので気になってしまいがち。 と、ウィークボイントの方が長々となってしまいましたが、この辺は外のカプセルホテルでもよくあることですし、強いて挙げれば…といったところです。 同価格帯はおろか、ちょっと高い宿泊施設に比べ圧倒的満足度でした。,何よりコスパが最高。 セール時を狙えば2千円台で泊まれる。 それなのに四条烏丸という交通の便がトップクラスの立地にあり、かつ館内は清潔、カプセルもそこまで窮屈でない、かつ大浴場・サウナ付き。 これで2千円台はお得以外無いです、本当に。3千台後半でも文句ないです。 また京都に来るときは（セールを狙って笑）利用したいと思います。,4件の投稿,圧倒的コスパ。立地も大浴場も最高。,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/1192bfa12658a447.ja.html,日本,匿名,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,喫煙ルームが狭い カプセル内の照明が少し暗い,テレビが液晶で大きかった シャワーが良かった,1件の投稿,veryGood,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/976328c32efc0c1b.ja.html,日本,Mitsukaze,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,サウナの水分補給用の冷水が切れていた,サウナとスパがある,1件の投稿,快適で安くおすすめ,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/b4adbf95933e83dc.ja.html,日本,Yoshiaki,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,大阪のカプセルホテルは3480で設備もしっかりしてましたが、こちらのホテルは4500円の割には設備がしっかりしておらず、朝、チェックアウトする際に靴が無くなっていました。 盗難の心配があるならロッカーに入れて下さいの、貼り紙はありましたがそれならちゃんと個別の下駄作った方が良い。,お風呂が良かった。,1件の投稿,最悪だったな,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/faaed0ebcae1595f.ja.html,日本,Toshimitsu,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,スタッフの日本語が、聞き取りにくいことがあった。 また、思ったよりロッカーが小さかった。,カプセルの割には、過ごしやすかった。場所も良かった。,1件の投稿,良い,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/52ab0c09ee428356.ja.html,日本,匿名,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,10時過ぎに起床しました。 スタッフの方々は最終チェックアウト11時前にシート交換などしてますか？ 交換などの作業をしているようでしたら、寝ている時に若干気になりました。 ホテルの朝食を利用しましたが、おかずの種類を増やしてほしいのと、10時30分頃利用しましたが、無くなっているおかずもあり残念でした。 次利用する時に同じ内容でしたら、すき家にします。,夜中にチェックインしました。 お風呂はホームページ通りきれいでした！タオルやシャンプー類も充実してて助かりました！ 清潔感ある部屋に満足です！,1件の投稿,コスパ最高です！,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/087bfb522f72fa43.ja.html,日本,Yuta,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,大浴場だけではなく、一人で入れるシャワールームがついているとありがたかった。（ただ大浴場を売りとしているホテルのためシャワーがないのは仕方ないのかもしれない） 縦長の建物のためエレベーターを利用する場面が多いが、エレベーターが1台しかないので待ちの時間が長かった。利用する人が多い時間帯はやっと来たエレベーターに乗れないことも…,テレビや様々な機器の充電器、鏡、机などが備え付けてあったり、カーテンではなく引き戸のため通路の光がしっかり遮られたりと、個々のベッドの設備が充実していた。,2件の投稿,最高,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/1aea48612a5d7162.ja.html,日本,匿名,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,ドリンクバーをチェックするスタッフさんがカリカリしていて、大変そうだった。 お掃除の人達も。,広いお風呂で、とってもくつろげた,4件の投稿,堪能しました。,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/410c178e71df5023.ja.html,日本,Chieko,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,,スタッフの対応がよかったのと、清潔だったこと。湯船につかれたのが良かった。コスパ高いと私は感じました。チェックアウト後も荷物を預かってもらえて良かった！,2件の投稿,急遽の滞在でしたが、ラッキーでした。,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/1069fa2b5fabf115.ja.html,日本,Masate,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,お風呂の脱衣場の狭さとロッカーの位置がとても窮屈で、５人くらいが同時に利用したのですが、ロッカーに入れるのに待たなければならなかった。,料金の安さ,1件の投稿,安いし良かった,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/f2f13d04b635fffb.ja.html,日本,Miyuki,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,モーニングの種類が、少なかった。コーヒーのミルクがなかった。,とても綺麗だった。静かだった。,1件の投稿,ザ京都,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/334654a9516c341c.ja.html,日本,Satou,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,キャビンの中が暑かったのと、館内着が外国人観光客や京都らしさを出すためなのかもしれませんが、脱ぎ着が大変な浴衣より普通の館内着だったらよかったかなと思いました(^^;;,2泊泊まったのに素晴らしいコスパで、駅から近くアクセスも良く、お風呂もついていてとても大満足でした！,1件の投稿,とても良い,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/d84178376f79e4a8.ja.html,日本,Hhncdzatfb84rn1l3kkwrmzpzickx_jcqg0kxt2clvqmdx50sjenupr1i_4vz01pf2bf,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,特に無し。カプセルホテルとしては最上位,観光という観点からは立地が完璧,1件の投稿,大変満足,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/96c2e8a204558290.ja.html,日本,Mizoue,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,それほど気にならなかったが、個人用ロッカーが少し小さく冬物の服をかけるといっぱいになり、他の荷物は無理矢理押し込むか個室に持ち込むしかなかった。,立地も良く、室内も新しく綺麗で、大浴場まで付いているのに、値段が安くとても驚いた。日本の和の雰囲気で統一されていて、テレビやコンセントといった個室内の施設も充実していて全く問題なかった。,8件の投稿,海外からの友人にオススメしたい宿,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/94daf73596af8c65.ja.html,日本,Shun,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,ロッカーの鍵がセットしにくい。,鍵が何度かロックしてしまいその度にスタッフの方が対応してくださり、いつでも呼んで下さいと笑顔で言っていただけて、ホッとした。,2件の投稿,ロケーションとスタッフ対応が素晴らしい。、,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/746830b8170ec0c0.ja.html,日本,Hiroko,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,部屋にエアコンがないので、少し暑かった。防音対策が弱く、下の人の声や音が聞こえる。,安い。温泉が清潔。テレビが大きい。,1件の投稿,安いけど、値段相応。,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/d6d6c575331cb513.ja.html,日本,Hideo,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,壁が薄く隣の部屋や廊下の声や音がかなり気になった。,ロケーションは文句無しに良い。,1件の投稿,ファミリーユースで使えるカプセルホテル。割り切れば立地は良いので使えると思います。,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/dac90ac267a2234a.ja.html,日本,家族での,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,,カプセルですが、ボックスの仕切りがほぼ個室となっており安心して泊まれました。,2件の投稿,なかなか良いホテルです！,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/e83715a5e902627f.ja.html,日本,S,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,ベットのところで温度調節できるといい,お風呂がきもちよかった！,3件の投稿,安くて快適,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/c52660ef0c1314aa.ja.html,日本,映子,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,壁を防音にしてほしい。隣か下からかイビキがうるさすぎて眠れなかった。 浴場の飲食禁止の徹底。外国人が湯船に入りながら飴(チュッパチャップス)舐めてた。,,1件の投稿,寝不足,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/49da1f043c010c2a.ja.html,日本,Hiroaki,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,隣近所の部屋の人のイビキでなかなか眠れなかった。部屋内が暑いのと狭いからか？息苦しかった。少しドアを開けると、通る人が男性の時もあるからタオルで目隠ししたいけどもタオルをかける所もないし、開けっぱなしもできず困った。,全体的に静かでした。どこも清潔感がありました。ロックつきのロッカーがありました。脱衣所にもロック付きのロッカーがあるので安心しました。,1件の投稿,機会があったらまた利用したい,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/64fac51629d093a4.ja.html,日本,Yoshie,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,ネットの予約料金と、当日飛び込み客の料金がちがいすぎる、ありえない。　 防音がいまいちで、となりのきゃくのいびきでねむれ,アクセスがらくだった、どこにいくのも便利でした。,1件の投稿,しと、,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/b0e0e3a8cb1a544e.ja.html,日本,Haruo,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,もう少しお安くてもいいかなと思った。11400円でした。,立地がよくて、利用しやすかった。温泉もあって、疲れがとれた。,1件の投稿,癒やし,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/d00dbb4d60668945.ja.html,日本,Mikiko,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,海外の観光客の方には良いかも、しれませんが、受付の方が外国人の方で日本語が完璧ではない方だったので、説明がわかりづらく、説明不足が多かったが。 部屋にテレビが付いているのは良かったが、イヤホンが100円ショップで買ってきたようなイヤホンで、使用中に聞こえなくなった為、持参したイヤホンを使用した。 スマホの充電器も設置してあったが、認識せず使用できなかった。 値段も気持ち高く感じ、部屋着も備えつけておらず、浴衣を300円で貸し出していた。,サウナとお風呂に入れる点は良く、非常にキレイでした。 しかし、サウナは小さく、浴場も狭く窮屈でした。 他のカプセルホテルを見てきたせいか、風呂のクオリティが低いと感じました。,6件の投稿,なんだかなぁー,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/8d996b02d9e73443.ja.html,日本,Toshio,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,個人ロッカーが狭い。,ジャグジー風呂がとても気持ちよかった。,33件の投稿,お風呂で疲れが癒やせた。,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/beb7ef6b0742c04c.ja.html,日本,Daisuke,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,部屋が大きくてたくさんベッドがあり、朝はちょっと、身支度の音があちこちからして煩い時もある。人が多い分、洗面台などが汚いままのことも。,移動や飲食に便利な場所で、仕事の時に何度か利用している。シャワーだけでなくお風呂があるのは嬉しい。ベッドごとにテレビがあり、朝、天気予報などのチェックに役立った。,2件の投稿,遅くまで外で飲み、ジェットバスで疲れを取り、朝早く移動。利便性とコストパフォーマンスで満足のいく宿泊。,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/478f99258f276a38.ja.html,日本,くぬーせすまうあ,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,部屋が暑くて狭いから仕方ないかもしれないけどこれから夏になるとますます暑かったら外人の観光の人とか大変かな？って,お風呂がよかった。,1件の投稿,あまりねれなかった。,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/3065d931df0519de.ja.html,日本,Masami,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,男女共有キャビンに勝手に変更されて割高の四万五千円を払わされた挙句、支払いの後にホテルの名前も名乗らずに電話をかけてきてファミリーキャビン値段の九万円を払わせようとしてきたこと スタッフの日本語能力が低いこと 電話の態度が悪いこと ファミリーキャビンの予約を勝手に男女共有キャビンにされ、しかもそれを私たちにそのように伝えずに普段のはんがくの値段で提供してあげてると言い張り結局1番格下のプランで3人で四万五千円を取られぼったくられたこと。 体調が悪くどうしても行けないと最初伝えたにもかかわらずスタッフはマニュアル通りの対応なのか知らないが全く聞く耳を持たずしかも態度が悪かったこと,,1件の投稿,失敗,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/65bd4664ba5662f2.ja.html,日本,Aya,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,朝食の説明なし。,お風呂、シャワー、サウナが装備されている為、心身共にリラックスできました。 街の中心部のため、交通便がとても良い。 簡単に宿泊できる面は、手頃です。 外の食事も近くに在り大変便利。 バス停も近い。 スタッフも対応に親切です。,1件の投稿,多くの人と触れあい、京都の人の親切さが嬉しかった。,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/a49a0aca1f894c8e.ja.html,日本,M,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,宿泊者の半分以上は外国人。やむを得ないがスタッフが質問の対応でときに中々辿りつけない。荷物が大きいから、カプセル室の廊下はトランクが散乱している感じだった。,スタッフの方が熱心。地下鉄の駅から至近。デザイン、清潔感ともによい。カプセル内にスマホ充電器標準装備で、急な宿泊だったが、助かった。,7件の投稿,急な宿泊だったが無難に快適。,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/05d2869580c0d390.ja.html,日本,Miki,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,スタッフの愛想がないと思いました,お風呂、特にジェットバスが最高でした,2件の投稿,ロケーションが最高でした,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/144bf33da94a39fb.ja.html,日本,Harumi,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,カプセルは初めてだが、やはり狭くて不便 部屋自体に鍵がない,大きなお風呂があるので温泉気分,1件の投稿,妥当,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/d80956daac219499.ja.html,日本,Minako,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,エレベーターが遅い,価格の安さの割に温泉があったところと、身長183センチでも広々寝れるところ,1件の投稿,とても良かった！,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/b973d961af8f5d63.ja.html,日本,Tomoki,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,旅客の物音が遅くまで響いていたことは残念でした,お風呂が快適で疲れがとれました,3件の投稿,とても良い,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/6d5eedbc1910c30b.ja.html,日本,Kyoko,,,,,,
,,"〒600-8007 京都府, 京都市, 下京区立売西町 68−2",センチュリオン　キャビン＆スパ　京都,狭いし、安眠は望めない。貴重品が気になって不安だった。,従業員の対応が良かった。,1件の投稿,一度体験したので次回は使わないと思う。（狭いのは苦手です）,https://www.booking.com/reviews/jp/hotel/centurion-cabin-and-spa-kyoto/review/66a644020193f57d.ja.html,日本,瀬之口　榮,,,,,,
