content,date,datetime,hotel_name,purpose,review_title,review_url,reviewer_location,reviewer_name,tips
本年3月に１泊しました。,2018-06-08,2018-06-08 02:28:27,ウェスティンホテル大阪,2018年5月、家族旅行,大変満足できたホテル滞在でした。,https://www.tripadvisor.jp/ShowUserReviews-g298566-d301788-r578751167-The_Westin_Osaka-Osaka_Osaka_Prefecture_Kinki.html,"川崎市, 神奈川県",ckroad,
家族が還暦を迎え大阪で観劇のプレゼント兼ねて1泊しました。,2018-06-08,2018-06-08 02:28:27,ウェスティンホテル大阪,2018年5月、家族旅行,晴れの日に最適です,https://www.tripadvisor.jp/ShowUserReviews-g298566-d301788-r581368057-The_Westin_Osaka-Osaka_Osaka_Prefecture_Kinki.html,東京,tomomsta,
SPGのプラチナになった機会に何年かぶりに宿泊しました。ラウンジ、朝食のサービスを受けることができましたので感想を書いて見たいと思います。,2018-06-08,2018-06-08 02:28:27,ウェスティンホテル大阪,2018年5月、一人での旅行,良い滞在でした。,https://www.tripadvisor.jp/ShowUserReviews-g298566-d301788-r579551915-The_Westin_Osaka-Osaka_Osaka_Prefecture_Kinki.html,"福山市, 広島県",mochiim,
大阪駅は地下道を通って結構歩きます。シャトルバスが便利ですがなかなか時間が合いませんでした。建物が古いですがリノベーションしているので不便は感じませんでした。部屋はデラックスルームで十分に広かったです。しかしながら高い宿泊費を考えるとコストパフォーマンスは微妙です。大阪には新しいホテルが次々出来ているので改善が必要と思います。,2018-06-08,2018-06-08 02:28:27,ウェスティンホテル大阪,2018年5月、友達との旅行,駅から遠い,https://www.tripadvisor.jp/ShowUserReviews-g298566-d301788-r582165069-The_Westin_Osaka-Osaka_Osaka_Prefecture_Kinki.html,"文京区, 東京都",fujikofujio,
仕事で3連泊。キタ、ミナミでの宿泊はガチャガチャしていて気持ち悪いので、ほかの地区のホテルをリクエスト。仕事先に手配していただきました。だから価格はわかりません。シングルの部屋でしたがベットのサイズが大きくて気持ちよかったです。館内清潔です。朝ビュッフェ良かったですよ。味噌汁も日がわりでした。朝カレーうれしかったです。スタッフさんの接客も気持ちよかったです。こてこての大阪はいらない人にはお勧めです。,2018-06-08,2018-06-08 02:28:28,ホテル・ザ・ルーテル ,2018年5月、出張としての旅行,静かで良い！,https://www.tripadvisor.jp/ShowUserReviews-g298566-d662909-r584061024-Hotel_the_Lutheran-Osaka_Osaka_Prefecture_Kinki.html,"目黒区, 東京都",こぼ, 地下鉄の駅から近くて便利です。 
部屋が清潔に保たれており、良いビジネスホテルだと思いました。ただ、少しwifi速度が遅いと感じる時もありました。,2018-06-08,2018-06-08 02:28:28,ダイワロイネットホテル大阪北浜,2018年4月、家族旅行,快適な滞在,https://www.tripadvisor.jp/ShowUserReviews-g298566-d4071371-r569976661-Daiwa_Roynet_Hotel_Osaka_Kitahama-Osaka_Osaka_Prefecture_Kinki.html,"東京23区, 東京都",yukis850,
ＧＷに滞在したが宿泊客が多かったのか朝食ブッフェの食事提供が全然間に合っておらず、おかずがほとんどゼロという悲惨な状況に。またフロアの人手が全く足りておらず多くのテーブルで食べ終わった皿がそのまま放置された状態で片づけられず、入り口には多くの宿泊客が待たされていた。これまで宿泊したロイネットの中では最低の朝食。,2018-06-08,2018-06-08 02:28:28,ダイワロイネットホテル大阪北浜,2018年4月、家族旅行,朝食が×,https://www.tripadvisor.jp/ShowUserReviews-g298566-d4071371-r578439616-Daiwa_Roynet_Hotel_Osaka_Kitahama-Osaka_Osaka_Prefecture_Kinki.html,"大阪市, 大阪府",hitoshinakamoto,
地下鉄北浜駅直結で、迷わず安心、便利。向かいには生鮮スーパーがあり、遅くなっても晩御飯に困らない。チェックインのフロント対応のサービスレベルが低いのと、チェックアウトは機械でフロントの奥という客より処理都合なのは、不動産屋経営のホテルだからしょうがないか、という感じ。フロントマンは頑張ってはいるけども。,2018-06-08,2018-06-08 02:28:28,ダイワロイネットホテル大阪北浜,2018年5月、出張としての旅行,清潔、便利,https://www.tripadvisor.jp/ShowUserReviews-g298566-d4071371-r581315685-Daiwa_Roynet_Hotel_Osaka_Kitahama-Osaka_Osaka_Prefecture_Kinki.html,"大阪市, 大阪府",tksodx,
１泊素泊まりでした。車で行ったので電車でどうやって行くのかは定かではないですが、ちょうどホテルの入り口真横が地下鉄入り口でしたので、電車で来られる方は便利だと思います。フロントマンは可もなく不可もなく・・・高級ホテルのようなサービスは期待しない方が良いかと思います。部屋は非常に清潔で好感が持てました。ただWifiの速度が遅いのでそこが残念でした。,2018-06-08,2018-06-08 02:28:28,ダイワロイネットホテル大阪北浜,2018年5月、出張としての旅行,清潔、快適,https://www.tripadvisor.jp/ShowUserReviews-g298566-d4071371-r581359090-Daiwa_Roynet_Hotel_Osaka_Kitahama-Osaka_Osaka_Prefecture_Kinki.html,"大阪市, 大阪府",Sayoram05,
鶴橋駅から徒歩10分〜15分で、コリアンタウンの真ん中にあります。場所は分かりやすいです。1階はカフェスペースになっていて、気軽に立ち寄れます。食べ物の持ち込みが自由なので、近くでチヂミやヤンニョンチキンを買って、カフェでビールをオーダーしました。旅行者と地元の常連さんが集う楽しい場所です！,2018-06-08,2018-06-08 02:28:29,ヒロズ ゲストハウス,2017年3月,交流が楽しい場所,https://www.tripadvisor.jp/ShowUserReviews-g298566-d1638052-r551682740-Hiro_s_Guest_House-Osaka_Osaka_Prefecture_Kinki.html,"大阪市, 大阪府",EnglishForOsaka,
仕事で行き、そのあと仕事の打ち上げに参加して二次会まで盛り上がったため、夜中の2時過ぎてからのチェックインとなりました。深夜にも関わらず親切に対応して下さりありがとうございました。,2018-06-08,2018-06-08 02:28:29,ホステルみつわ屋大阪,2018年5月、一人での旅行,安い、親切,https://www.tripadvisor.jp/ShowUserReviews-g298566-d9803652-r582087841-Hostel_Mitsuwaya_Osaka-Osaka_Osaka_Prefecture_Kinki.html,"伊丹市, 兵庫県",Mirika T,
きれいで素敵な宿でした。スタッフさん達の温かい対応も嬉しかったです。また大阪に行く時にはぜひ泊まらせていただきたいと思います。,2018-06-08,2018-06-08 02:28:29,谷9バックパッカーズ大阪,,とても居心地の良い宿でした！,https://www.tripadvisor.jp/ShowUserReviews-g298566-d6022628-r324553793-Tani9_Backpackers_Osaka-Osaka_Osaka_Prefecture_Kinki.html,東京都,MinowaNana, 女性スタッフがかなり大柄な態度、人が質問しても答えず、自分の質問ばかりしてくる年配の女性スタッフがいました。 
まずは！位置がとても便利です。,2018-06-08,2018-06-08 02:28:30,谷9バックパッカーズ大阪,,本当にいい場所です,https://www.tripadvisor.jp/ShowUserReviews-g298566-d6022628-r446079230-Tani9_Backpackers_Osaka-Osaka_Osaka_Prefecture_Kinki.html,東京都,기현 손, 女性スタッフがかなり大柄な態度、人が質問しても答えず、自分の質問ばかりしてくる年配の女性スタッフがいました。 
受付の女性スタッフの対応がかなり悪いです。建物や内装はきれいなだけに残念ですが、二度と行きません。女性スタッフがかなり大柄な態度、人が質問しても答えず、自分の質問ばかりしてくる年配の女性スタッフがいました。,2018-06-08,2018-06-08 02:28:30,谷9バックパッカーズ大阪,,スタッフの対応が悪い。,https://www.tripadvisor.jp/ShowUserReviews-g298566-d6022628-r300553899-Tani9_Backpackers_Osaka-Osaka_Osaka_Prefecture_Kinki.html,"球磨郡, 熊本県",tadashiimada, 女性スタッフがかなり大柄な態度、人が質問しても答えず、自分の質問ばかりしてくる年配の女性スタッフがいました。 
数年前に１回訪れたことのあるカフェがＧＨに様変わりしていました。,2018-06-08,2018-06-08 02:28:30,谷9バックパッカーズ大阪,,猫好きにはオススメ,https://www.tripadvisor.jp/ShowUserReviews-g298566-d6022628-r473222538-Tani9_Backpackers_Osaka-Osaka_Osaka_Prefecture_Kinki.html,"大阪市, 大阪府",nhatrangnhatrang, 女性スタッフがかなり大柄な態度、人が質問しても答えず、自分の質問ばかりしてくる年配の女性スタッフがいました。 
ベッドはふかふかで寝心地いいと思ったけれど、その他が残念。,2018-06-08,2018-06-08 02:28:30,ホステルロクヨンオオサカ,2015年8月,孤独な街のホステル,https://www.tripadvisor.jp/ShowUserReviews-g298566-d1648354-r377814371-Hostel_64_Osaka-Osaka_Osaka_Prefecture_Kinki.html,"大阪市, 大阪府",twisted_cake,
海外のデザイナーズホステルのようにおしゃれで清潔な場所でした。,2018-06-08,2018-06-08 02:28:30,チャリンコ　ホステル,2017年7月、一人での旅行,清潔で快適,https://www.tripadvisor.jp/ShowUserReviews-g298566-d12416381-r499004623-CharinCo_Hostel-Osaka_Osaka_Prefecture_Kinki.html,"大阪市, 大阪府",Mizuki I,
まだできて間もないこともあってか、すごく綺麗で落ち着いた雰囲気でした。,2018-06-08,2018-06-08 02:28:30,チャリンコ　ホステル,2017年10月,国内では初めてのドミトリー,https://www.tripadvisor.jp/ShowUserReviews-g298566-d12416381-r532829059-CharinCo_Hostel-Osaka_Osaka_Prefecture_Kinki.html,"大阪市, 大阪府",Yu I,
友達に会いに,2018-06-08,2018-06-08 02:28:30,ホステルみつわ屋大阪,2018年1月、友達との旅行,清潔でホスピタリティ溢れる王道ホステル,https://www.tripadvisor.jp/ShowUserReviews-g298566-d9803652-r559995374-Hostel_Mitsuwaya_Osaka-Osaka_Osaka_Prefecture_Kinki.html,"伊丹市, 兵庫県",晴彦 大, １階は、荷物の移動や動線がスムーズですが、ラウンジの音や声が気になる方は２階がおすすめです。 
部屋は寝床だけの必要最低限,2018-06-08,2018-06-08 02:28:30,大阪ゲストハウスネスト,2017年10月、家族旅行,とても親切,https://www.tripadvisor.jp/ShowUserReviews-g298566-d10449009-r533339215-Osaka_Guesthouse_Nest-Osaka_Osaka_Prefecture_Kinki.html,"石川郡, 石川県",akyk53, 歯ブラシやタオル身の回りで居るものはすべて持参する事！冷蔵庫もありません。 
フロントの女性の方にとても親切にして頂きました。,2018-06-08,2018-06-08 02:28:30,大阪ゲストハウスネスト,2017年12月、家族旅行,有難うございました。,https://www.tripadvisor.jp/ShowUserReviews-g298566-d10449009-r544686753-Osaka_Guesthouse_Nest-Osaka_Osaka_Prefecture_Kinki.html,"石川郡, 石川県",23雅美, 歯ブラシやタオル身の回りで居るものはすべて持参する事！冷蔵庫もありません。 
USJ後に利用しました。HPなどの写真の通り、とても清潔感があり、よかったです。,2018-06-08,2018-06-08 02:28:30,大阪ゲストハウスネスト,2017年12月、家族旅行,きれい,https://www.tripadvisor.jp/ShowUserReviews-g298566-d10449009-r552056410-Osaka_Guesthouse_Nest-Osaka_Osaka_Prefecture_Kinki.html,"石川郡, 石川県",らいこねん2018, 歯ブラシやタオル身の回りで居るものはすべて持参する事！冷蔵庫もありません。 
部屋の前にロッカーがあり、小さなリュックなら入ります。,2018-06-08,2018-06-08 02:28:30,大阪ゲストハウスネスト,2018年3月、一人での旅行,とてもきれいです,https://www.tripadvisor.jp/ShowUserReviews-g298566-d10449009-r573200896-Osaka_Guesthouse_Nest-Osaka_Osaka_Prefecture_Kinki.html,"神戸市, 兵庫県",smurao282093, 歯ブラシやタオル身の回りで居るものはすべて持参する事！冷蔵庫もありません。 
"◆良いポイント（良いと思った順です）

・スタッフの対応が本当に丁寧。
感じが非常に良く、全てのスタッフが穏やかで優しくて素晴らしい人選だと思います。

・常に新しいバスマットが使える所。
しかもきちんとしたホテル用のバスマットで大変清潔感があります。

・トイレ、シャワールームが清潔。
常に掃除をされているのか、髪の毛などが溜まっていませんでした。
トイレも最新の物で、快適です。
トイレ、シャワールーム共に女性用があるのが更にいいです。

・フルーツグラノーラ食べ放題。
朝はとても助かります。コーヒー、紅茶、お茶、フレーバーシロップもありました。
冷蔵庫も共用のがあります。

・アメニティーが充実。
シャンプー、リンス、洗顔オイル、保湿ローションなどが自由に使えます。
更に髪をとめるクリップやヘアゴム、コットンなども置いてあります。
髪を巻くコテもあるので、ラブホくらいアメニティーが充実してました。
耳栓も無料です（本棚にらあります）
ヘアブラシ、歯磨き、バスタオルは有料でした。
スマホの充電器はデポジットがありますが、無料です。

・枕、シーツが清潔でマットレスの寝心地がとても良い。
空間、広さなど置いておくと、単純に布団の寝心地としては、ホテルのレベルです。

・オシャレで居心地がいい。
ラウンジは深夜も使えて、居心地がよく、共用のiMacも二台ありました。
パソコンで仕事をしたいときに、スタバに行かずラウンジだけお借りしたいレベルでした。

・ロッカーと、部屋（？）には金庫もある。
自分で番号を決めるタイプのロッカーでした。縦長のやつです。トランクは入らないので皆さんその辺に置かれてました。


◆改善して頂...",2018-06-08,2018-06-08 02:28:30,The Dorm Hostel Osaka,2018年4月、一人での旅行,大阪で最も費用対効果の高いゲストハウスだと思います,https://www.tripadvisor.jp/ShowUserReviews-g298566-d11872868-r570772721-The_Dorm_Hostel_Osaka-Osaka_Osaka_Prefecture_Kinki.html,静岡県,おて お,
旦那と二人で泊まりました。,2018-06-08,2018-06-08 02:28:30,Minn your second home,2018年1月、カップルでの旅行,第2の家に使いたい！,https://www.tripadvisor.jp/ShowUserReviews-g298566-d12516420-r557663398-Minn_your_second_home-Osaka_Osaka_Prefecture_Kinki.html,,やなだよしえ,
オシャレですごく綺麗です。,2018-06-08,2018-06-08 02:28:31,Minn your second home,2018年1月、家族旅行,利便性と清潔感があり、また泊まりたいです,https://www.tripadvisor.jp/ShowUserReviews-g298566-d12516420-r559177126-Minn_your_second_home-Osaka_Osaka_Prefecture_Kinki.html,,みさき こ,
妻と泊まりました^ ^,2018-06-08,2018-06-08 02:28:31,Minn your second home,2018年1月、カップルでの旅行,まるで、セカンドハウス,https://www.tripadvisor.jp/ShowUserReviews-g298566-d12516420-r559424100-Minn_your_second_home-Osaka_Osaka_Prefecture_Kinki.html,,Tsuyoshi Y,
JR環状新今宮駅からすぐで新世界は線路のすぐ向こう側です,2018-06-08,2018-06-08 02:28:31,ホテル中央 オアシス,2018年5月,コストパフォーマンスは抜群です,https://www.tripadvisor.jp/ShowUserReviews-g298566-d1629882-r583515197-Hotel_Chuo_Oasis_Osaka-Osaka_Osaka_Prefecture_Kinki.html,"札幌市, 北海道",天津飯2013,
阿倍野の講習会に行った際に利用させてもらいました。,2018-06-08,2018-06-08 02:28:31,ホテル中央 オアシス,2017年8月、一人での旅行,この安さなら十分満足です,https://www.tripadvisor.jp/ShowUserReviews-g298566-d1629882-r564478780-Hotel_Chuo_Oasis_Osaka-Osaka_Osaka_Prefecture_Kinki.html,"東京23区, 東京都",pchankawaii, どの部屋も余り変らないと思います 
格安の料金。立地的に大阪在住の人にはいろいろおどかされたが（笑）、フロントのスタッフも親切で、新世界まで行けば飲食店がいろいろあるので楽しいですよ。,2018-06-08,2018-06-08 02:28:31,ホテル中央 オアシス,2018年4月、一人での旅行,新世界に近くてよいよ,https://www.tripadvisor.jp/ShowUserReviews-g298566-d1629882-r575803162-Hotel_Chuo_Oasis_Osaka-Osaka_Osaka_Prefecture_Kinki.html,"札幌市, 北海道",chanfong1972, どの部屋も余り変らないと思います 
大阪観光一人旅の為にコストパフォーマンスを考え、このホテルを選びました。,2018-06-08,2018-06-08 02:28:31,ホテル中央 オアシス,2017年8月、一人での旅行,コスパ良い,https://www.tripadvisor.jp/ShowUserReviews-g298566-d1629882-r567000996-Hotel_Chuo_Oasis_Osaka-Osaka_Osaka_Prefecture_Kinki.html,千葉,たまも, どの部屋も余り変らないと思います 
ダブルの部屋に3泊しました。,2018-06-08,2018-06-08 02:28:31,ホテル中央 オアシス,2018年5月,広い,https://www.tripadvisor.jp/ShowUserReviews-g298566-d1629882-r580083432-Hotel_Chuo_Oasis_Osaka-Osaka_Osaka_Prefecture_Kinki.html,"札幌市, 北海道",Yuji F,
東京から大阪へに家族で来た際に利用しました。駅近の上、最寄の十三駅から一本で京都へ遊びにいけたので、非常に便利でした。,2018-06-08,2018-06-08 02:28:31,Minn your second home,,広くて快適、自分のマンションのように泊まれる新しい宿泊施設！,https://www.tripadvisor.jp/ShowUserReviews-g298566-d12516420-r522290907-Minn_your_second_home-Osaka_Osaka_Prefecture_Kinki.html,"シンガポール, シンガポール",IchiChan1, スイートルームがおすすめ 
ドミトリーやホステルと呼ばれるような複数人が一緒の空間に寝るようなホテルに宿泊するのは初めてでした。 ,2018-06-08,2018-06-08 02:28:31,福宿-FUKU HOSTEL-NAGOMI,2017年11月、友達との旅行,値段を考慮すればとても良いです。,https://www.tripadvisor.jp/ShowUserReviews-g298566-d10378954-r542332436-Fuku_Hostel_Nagomi-Osaka_Osaka_Prefecture_Kinki.html,"神戸市, 兵庫県",あんひめ,
飛んでいるWi-Fiも遅くなく快適に使える。トイレやシャワーも清潔。日本橋駅の6番出口すぐというのが便利。,2018-06-08,2018-06-08 02:28:31,福宿-FUKU HOSTEL-NAGOMI,2018年3月、一人での旅行,ここ,https://www.tripadvisor.jp/ShowUserReviews-g298566-d10378954-r566831440-Fuku_Hostel_Nagomi-Osaka_Osaka_Prefecture_Kinki.html,,チヒロ オ,
日本橋駅からすぐでアクセスも良く、とても綺麗な宿です！従業員さんも丁寧で安心して寝泊まりできます(❁´ω`❁)大阪を訪れる際はまた利用したいです♪♪,2018-06-08,2018-06-08 02:28:31,福宿-FUKU HOSTEL-NAGOMI,2018年3月、一人での旅行,駅近でキレイ！,https://www.tripadvisor.jp/ShowUserReviews-g298566-d10378954-r569611868-Fuku_Hostel_Nagomi-Osaka_Osaka_Prefecture_Kinki.html,,sa163,
駅直結で、難波にも歩いてすぐ、値段も手頃だったのでここに決めました。,2018-06-08,2018-06-08 02:28:31,福宿-FUKU HOSTEL-NAGOMI,2018年3月、友達との旅行,春のセンバツを見に行くときに利用しました,https://www.tripadvisor.jp/ShowUserReviews-g298566-d10378954-r573157542-Fuku_Hostel_Nagomi-Osaka_Osaka_Prefecture_Kinki.html,,克己切,
徹底したコストカットが宿泊代の安さに直結しているなって感じで連泊に持ってこい!!,2018-06-08,2018-06-08 02:28:31,Minn your second home,2018年2月、カップルでの旅行,安い、キレイ、駅チカ◎,https://www.tripadvisor.jp/ShowUserReviews-g298566-d12516420-r562038830-Minn_your_second_home-Osaka_Osaka_Prefecture_Kinki.html,,Tsuyoshi Y,
