ctg_name,ctg_ranking,date,datetime,hotel_address,hotel_name,hotel_url,rate_of_en,rate_of_ja,rate_of_zhCN,review_qty,review_qty_en,review_qty_ja,review_qty_zhCN,review_stars
大阪市のホテル/旅館381軒中,12位,2018-06-08,2018-06-08 02:35:11,此花区島屋6-2-52,ザ パーク フロント ホテル アット ユニバーサル・スタジオ・ジャパン(R),https://www.tripadvisor.jp/Hotel_Review-g298566-d7806340-Reviews-The_Park_Front_Hotel_at_Universal_Studios_Japan-Osaka_Osaka_Prefecture_Kinki.html,,,,(498),(164),(276),(77), 4.5 
大阪市のホテル/旅館381軒中,6位,2018-06-08,2018-06-08 02:35:11,浪速区難波中1-17-11,フレイザーレジデンス南海大阪,https://www.tripadvisor.jp/Hotel_Review-g298566-d1833741-Reviews-Fraser_Residence_Nankai_Osaka-Osaka_Osaka_Prefecture_Kinki.html,,,,"(1,067)",(807),(59),(177), 4.5 
大阪市のその他の宿泊施設346軒中,7位,2018-06-08,2018-06-08 02:35:11,中央区西心斎橋1-8-4,Osaka Hana Hostel -大阪花宿-,https://www.tripadvisor.jp/Hotel_Review-g298566-d3441862-Reviews-Osaka_Hana_Hostel-Osaka_Osaka_Prefecture_Kinki.html,,,,(287),(200),(5),(71), 4.5 
大阪市のホテル/旅館381軒中,2位,2018-06-08,2018-06-08 02:35:11,阿倍野区阿倍野筋1-1-43,大阪マリオット都ホテル,https://www.tripadvisor.jp/Hotel_Review-g298566-d5607013-Reviews-Osaka_Marriott_Miyako_Hotel-Osaka_Osaka_Prefecture_Kinki.html,,,,"(1,681)",(729),(625),(278), 4.5 
大阪市のその他の宿泊施設346軒中,14位,2018-06-08,2018-06-08 02:35:11,浪速区元町1-2-13,カオサンワールドなんば,https://www.tripadvisor.jp/Hotel_Review-g298566-d10079646-Reviews-Khaosan_World_Namba-Osaka_Osaka_Prefecture_Kinki.html,,,,(75),(46),(11),, 4.5 
大阪市のその他の宿泊施設346軒中,11位,2018-06-08,2018-06-08 02:35:12,天王寺区寺田町2-4-14,大阪ゲストハウスネスト,https://www.tripadvisor.jp/Hotel_Review-g298566-d10449009-Reviews-Osaka_Guesthouse_Nest-Osaka_Osaka_Prefecture_Kinki.html,,,,(90),(51),(28),(16), 4.5 
大阪市のホテル/旅館381軒中,40位,2018-06-08,2018-06-08 02:35:12,中央区谷町3-1-6,ホテル・ザ・ルーテル ,https://www.tripadvisor.jp/Hotel_Review-g298566-d662909-Reviews-Hotel_the_Lutheran-Osaka_Osaka_Prefecture_Kinki.html,,,,(251),(84),(139),, 4.0 
大阪市のホテル/旅館381軒中,19位,2018-06-08,2018-06-08 02:35:12,浪速区敷津東1-8-31,リッチモンドホテルなんば大国町,https://www.tripadvisor.jp/Hotel_Review-g298566-d4959605-Reviews-Richmond_Hotel_Namba_Daikokucho-Osaka_Osaka_Prefecture_Kinki.html,,,,(319),(118),(128),(59), 4.5 
大阪市のその他の宿泊施設346軒中,10位,2018-06-08,2018-06-08 02:35:12,福島区福島7-4-22,ジェイホッパーズ大阪ゲストハウス,https://www.tripadvisor.jp/Hotel_Review-g298566-d1202399-Reviews-J_Hoppers_Osaka_Guesthouse-Osaka_Osaka_Prefecture_Kinki.html,,,,(238),(180),(16),(52), 4.5 
大阪市のホテル/旅館381軒中,13位,2018-06-08,2018-06-08 02:35:12,中央区西心斎橋1-10-24,ザ ブリッジホテル 心斎橋,https://www.tripadvisor.jp/Hotel_Review-g298566-d11885474-Reviews-The_Bridge_Hotel_Shinsaibashi-Osaka_Osaka_Prefecture_Kinki.html,,,,(227),(53),(14),(138), 4.5 
大阪市のホテル/旅館381軒中,20位,2018-06-08,2018-06-08 02:35:12,北区茶屋町19-19,ホテル阪急インターナショナル,https://www.tripadvisor.jp/Hotel_Review-g298566-d307436-Reviews-Hotel_Hankyu_International-Osaka_Osaka_Prefecture_Kinki.html,,,,(716),(224),(421),(87), 4.5 
大阪市のホテル/旅館381軒中,39位,2018-06-08,2018-06-08 02:35:13,浪速区湊町1-2-3,ホテルモントレ グラスミア大阪,https://www.tripadvisor.jp/Hotel_Review-g298566-d1426655-Reviews-Hotel_Monterey_Grasmere_Osaka-Osaka_Osaka_Prefecture_Kinki.html,,,,"(1,885)","(1,004)",(514),(229), 4.0 
大阪市のホテル/旅館381軒中,3位,2018-06-08,2018-06-08 02:35:13,中央区本町3-6-12,セント レジス ホテル 大阪,https://www.tripadvisor.jp/Hotel_Review-g298566-d1830576-Reviews-The_St_Regis_Osaka-Osaka_Osaka_Prefecture_Kinki.html,,,,"(1,677)",(935),(537),(150), 4.5 
大阪市のホテル/旅館381軒中,16位,2018-06-08,2018-06-08 02:35:13,中央区伏見町1-1,ホテルブライトンシティ大阪北浜,https://www.tripadvisor.jp/Hotel_Review-g298566-d1094561-Reviews-Hotel_Brighton_City_Osaka_Kitahama-Osaka_Osaka_Prefecture_Kinki.html,,,,(722),(312),(250),(138), 4.5 
大阪市のホテル/旅館381軒中,15位,2018-06-08,2018-06-08 02:35:13,北区中之島三丁目4番地,三井ガーデンホテル　大阪プレミア,https://www.tripadvisor.jp/Hotel_Review-g298566-d5316679-Reviews-Mitsui_Garden_Hotel_Osaka_Premier-Osaka_Osaka_Prefecture_Kinki.html,,,,(704),(326),(248),(84), 4.5 
大阪市のホテル/旅館381軒中,10位,2018-06-08,2018-06-08 02:35:13,中央区難波5-1-60,スイスホテル南海大阪,https://www.tripadvisor.jp/Hotel_Review-g298566-d301569-Reviews-Swissotel_Nankai_Osaka-Osaka_Osaka_Prefecture_Kinki.html,,,,"(3,578)","(2,259)",(375),(659), 4.5 
大阪市のホテル/旅館381軒中,23位,2018-06-08,2018-06-08 02:35:13,中央区西心斎橋1-3-3,ホテル日航大阪,https://www.tripadvisor.jp/Hotel_Review-g298566-d302313-Reviews-Hotel_Nikko_Osaka-Osaka_Osaka_Prefecture_Kinki.html,,,,"(2,091)",(566),"(1,287)",(186), 4.0 
大阪市のホテル/旅館381軒中,27位,2018-06-08,2018-06-08 02:35:13,中央区本町橋2-31,シティプラザ大阪,https://www.tripadvisor.jp/Hotel_Review-g298566-d1094965-Reviews-City_Plaza_Osaka-Osaka_Osaka_Prefecture_Kinki.html,,,,(322),(47),(244),, 4.5 
大阪市のホテル/旅館381軒中,11位,2018-06-08,2018-06-08 02:35:13,中央区心斎橋筋2-5-15,クロスホテル大阪,https://www.tripadvisor.jp/Hotel_Review-g298566-d678584-Reviews-Cross_Hotel_Osaka-Osaka_Osaka_Prefecture_Kinki.html,,,,"(1,562)",(757),(398),(326), 4.5 
大阪市のホテル/旅館381軒中,21位,2018-06-08,2018-06-08 02:35:14,中央区城見1丁目4−1,ホテルニューオータニ大阪,https://www.tripadvisor.jp/Hotel_Review-g298566-d301282-Reviews-Hotel_New_Otani_Osaka-Osaka_Osaka_Prefecture_Kinki.html,,,,"(1,343)",(475),(679),(140), 4.5 
大阪市のその他の宿泊施設346軒中,13位,2018-06-08,2018-06-08 02:35:14,中央区鎗屋町2-2-9,チャリンコ　ホステル,https://www.tripadvisor.jp/Hotel_Review-g298566-d12416381-Reviews-CharinCo_Hostel-Osaka_Osaka_Prefecture_Kinki.html,,,,(87),(53),(23),, 5.0 
大阪市のホテル/旅館381軒中,9位,2018-06-08,2018-06-08 02:35:14,中央区道頓堀2-3-25,道頓堀ホテル,https://www.tripadvisor.jp/Hotel_Review-g298566-d557794-Reviews-Dotonbori_Hotel-Osaka_Osaka_Prefecture_Kinki.html,,,,(697),(346),(58),(225), 4.5 
大阪市のその他の宿泊施設346軒中,5位,2018-06-08,2018-06-08 02:35:14,生野 区桃谷 4-9-7,ヒロズ ゲストハウス,https://www.tripadvisor.jp/Hotel_Review-g298566-d1638052-Reviews-Hiro_s_Guest_House-Osaka_Osaka_Prefecture_Kinki.html,,,,(137),(95),(20),(20), 5.0 
大阪市のホテル/旅館381軒中,43位,2018-06-08,2018-06-08 02:35:14,北区茶屋町7-20,アルモニーアンブラッセ大阪,https://www.tripadvisor.jp/Hotel_Review-g298566-d1870781-Reviews-Harmonie_Embrassee_Osaka-Osaka_Osaka_Prefecture_Kinki.html,,,,(125),(13),(102),, 4.5 
大阪市のホテル/旅館381軒中,30位,2018-06-08,2018-06-08 02:35:14,天王寺区悲田院町8-1,ホテルバリタワー大阪天王寺,https://www.tripadvisor.jp/Hotel_Review-g298566-d6428772-Reviews-Hotel_Bali_Tower_Osaka_Tennoji-Osaka_Osaka_Prefecture_Kinki.html,,,,(175),(56),(64),(49), 4.5 
大阪市のホテル/旅館381軒中,38位,2018-06-08,2018-06-08 02:35:14,中央区宗右衛門町5-15,ホリデイ・イン大阪難波,https://www.tripadvisor.jp/Hotel_Review-g298566-d1237227-Reviews-Holiday_Inn_Osaka_Namba-Osaka_Osaka_Prefecture_Kinki.html,,,,(886),(461),(153),(168), 4.0 
大阪市のホテル/旅館381軒中,34位,2018-06-08,2018-06-08 02:35:14,天王寺区上本町6-7-5,ダイワロイネットホテル大阪上本町,https://www.tripadvisor.jp/Hotel_Review-g298566-d1764042-Reviews-Daiwa_Roynet_Hotel_Osaka_Uehonmachi-Osaka_Osaka_Prefecture_Kinki.html,,,,(461),(151),(223),(71), 4.0 
大阪市のホテル/旅館381軒中,18位,2018-06-08,2018-06-08 02:35:15,北区大淀中1-1-20,ウェスティンホテル大阪,https://www.tripadvisor.jp/Hotel_Review-g298566-d301788-Reviews-The_Westin_Osaka-Osaka_Osaka_Prefecture_Kinki.html,,,,"(1,365)",(495),(675),(239), 4.0 
大阪市のホテル/旅館381軒中,26位,2018-06-08,2018-06-08 02:35:15,中央区島之内2-14-23,天然温泉夕霧の湯ドーミーインＰＲＥＭＩＵＭなんば,https://www.tripadvisor.jp/Hotel_Review-g298566-d5562628-Reviews-Yugiri_no_Yu_Dormy_Inn_Premium_Namba-Osaka_Osaka_Prefecture_Kinki.html,,,,(247),(78),(65),(63), 4.0 
大阪市のホテル/旅館381軒中,17位,2018-06-08,2018-06-08 02:35:15,淀川区宮原1-2-70,コートヤード・バイ・マリオット 新大阪ステーション,https://www.tripadvisor.jp/Hotel_Review-g298566-d1083224-Reviews-Courtyard_by_Marriott_Shin_Osaka_Station-Osaka_Osaka_Prefecture_Kinki.html,,,,(622),(395),(132),(90), 4.5 
大阪市のホテル/旅館381軒中,29位,2018-06-08,2018-06-08 02:35:15,淀川区宮原1丁目1番1号,レム 新大阪,https://www.tripadvisor.jp/Hotel_Review-g298566-d3179803-Reviews-Remm_Shin_Osaka-Osaka_Osaka_Prefecture_Kinki.html,,,,(811),(334),(311),(117), 4.0 
大阪市のその他の宿泊施設346軒中,1位,2018-06-08,2018-06-08 02:35:15,中央区瓦屋町2-5-15,ホステルみつわ屋大阪,https://www.tripadvisor.jp/Hotel_Review-g298566-d9803652-Reviews-Hostel_Mitsuwaya_Osaka-Osaka_Osaka_Prefecture_Kinki.html,,,,(109),(77),(14),(26), 5.0 
大阪市のホテル/旅館381軒中,46位,2018-06-08,2018-06-08 02:35:15,北区堂島1-5-25,ホテルエルセラーン大阪,https://www.tripadvisor.jp/Hotel_Review-g298566-d1831070-Reviews-Hotel_Elsereine_Osaka-Osaka_Osaka_Prefecture_Kinki.html,,,,(342),(125),(147),, 4.0 
大阪市のホテル/旅館381軒中,14位,2018-06-08,2018-06-08 02:35:15,淀川区十三本町1-17-20,Minn your second home,https://www.tripadvisor.jp/Hotel_Review-g298566-d12516420-Reviews-Minn_your_second_home-Osaka_Osaka_Prefecture_Kinki.html,,,,(69),(14),(37),, 4.5 
大阪市のホテル/旅館381軒中,42位,2018-06-08,2018-06-08 02:35:15,北区堂島浜1-3-1,ANAクラウンプラザホテル大阪,https://www.tripadvisor.jp/Hotel_Review-g298566-d307417-Reviews-ANA_Crowne_Plaza_Osaka-Osaka_Osaka_Prefecture_Kinki.html,,,,"(1,451)",(634),(578),(182), 4.0 
大阪市のホテル/旅館381軒中,33位,2018-06-08,2018-06-08 02:35:16,北区堂山町17-8,ホテル近畿,https://www.tripadvisor.jp/Hotel_Review-g298566-d1063385-Reviews-Hotel_Kinki-Osaka_Osaka_Prefecture_Kinki.html,,,,(267),(178),(32),, 4.0 
大阪市のその他の宿泊施設346軒中,4位,2018-06-08,2018-06-08 02:35:16,此花区西九条2-4-19,Hostel JIN,https://www.tripadvisor.jp/Hotel_Review-g298566-d12158357-Reviews-Hostel_JIN-Osaka_Osaka_Prefecture_Kinki.html,,,,(158),(77),(26),(24), 5.0 
大阪市のホテル/旅館381軒中,36位,2018-06-08,2018-06-08 02:35:16,中央区千日前1-9-7,レッドルーフプラス大阪 難波,https://www.tripadvisor.jp/Hotel_Review-g298566-d1081453-Reviews-Red_Roof_Plus_Osaka_Namba-Osaka_Osaka_Prefecture_Kinki.html,,,,(155),(75),(6),(65), 4.0 
大阪市のホテル/旅館381軒中,35位,2018-06-08,2018-06-08 02:35:16,西区新町1-10-12,ダイワロイネットホテル四ツ橋,https://www.tripadvisor.jp/Hotel_Review-g298566-d302760-Reviews-Daiwa_Roynet_Hotel_Yotsubashi-Osaka_Osaka_Prefecture_Kinki.html,,,,(229),(26),(181),(22), 4.0 
大阪市のその他の宿泊施設346軒中,3位,2018-06-08,2018-06-08 02:35:16,中央区千日前2-9-6,福宿 Fuku Hostel,https://www.tripadvisor.jp/Hotel_Review-g298566-d8756466-Reviews-Fuku_Hostel-Osaka_Osaka_Prefecture_Kinki.html,,,,(259),(101),(13),(58), 4.5 
大阪市のその他の宿泊施設346軒中,8位,2018-06-08,2018-06-08 02:35:16,中央区高津1-2-17,谷9バックパッカーズ大阪,https://www.tripadvisor.jp/Hotel_Review-g298566-d6022628-Reviews-Tani9_Backpackers_Osaka-Osaka_Osaka_Prefecture_Kinki.html,,,,(258),(236),(5),, 4.5 
,,2018-06-08,2018-06-08 02:35:16,夕凪2-3-25,旅館別府荘,https://www.tripadvisor.jp/Hotel_Review-g298566-d13296127-Reviews-Ryokan_Beppuso-Osaka_Osaka_Prefecture_Kinki.html,,,,,,,,  
,,2018-06-08,2018-06-08 02:35:16,西成区岸里東2-14-19,旅館 松月,https://www.tripadvisor.jp/Hotel_Review-g298566-d1134304-Reviews-Ryokan_Shogetu-Osaka_Osaka_Prefecture_Kinki.html,,,,,,,,  
大阪市のその他の宿泊施設346軒中,2位,2018-06-08,2018-06-08 02:35:16,中央区日本橋1-5-10,福宿-FUKU HOSTEL-NAGOMI,https://www.tripadvisor.jp/Hotel_Review-g298566-d10378954-Reviews-Fuku_Hostel_Nagomi-Osaka_Osaka_Prefecture_Kinki.html,,,,(269),(94),(12),(57), 5.0 
大阪市のホテル/旅館381軒中,8位,2018-06-08,2018-06-08 02:35:17,此花区桜島1-1-111,ホテルユニバーサルポート,https://www.tripadvisor.jp/Hotel_Review-g298566-d634620-Reviews-Hotel_Universal_Port-Osaka_Osaka_Prefecture_Kinki.html,,,,"(1,621)",(391),"(1,076)",(123), 4.5 
大阪市のホテル/旅館381軒中,24位,2018-06-08,2018-06-08 02:35:17,中央区安土町3-2-6,アリエッタホテル大阪,https://www.tripadvisor.jp/Hotel_Review-g298566-d1080663-Reviews-Arietta_Hotel_Osaka-Osaka_Osaka_Prefecture_Kinki.html,,,,(429),(161),(180),(78), 4.5 
大阪市のホテル/旅館381軒中,22位,2018-06-08,2018-06-08 02:35:17,北区梅田1-8-8,ヒルトン大阪,https://www.tripadvisor.jp/Hotel_Review-g298566-d307425-Reviews-Hilton_Osaka-Osaka_Osaka_Prefecture_Kinki.html,,,,"(2,263)","(1,200)",(713),(225), 4.0 
